"","sample","module","status","tot.seq","seq.length","pct.gc","pct.dup"
"797","M7020000636613_1.fq.gz","Per base sequence content","WARN","16602303","150",53,10.67
"798","M7020000636613_1.fq.gz","Per sequence GC content","WARN","16602303","150",53,10.67
"799","M7020000636613_1.fq.gz","Per base N content","PASS","16602303","150",53,10.67
"800","M7020000636613_1.fq.gz","Sequence Length Distribution","PASS","16602303","150",53,10.67
"801","M7020000636613_1.fq.gz","Sequence Duplication Levels","PASS","16602303","150",53,10.67
"802","M7020000636613_1.fq.gz","Overrepresented sequences","PASS","16602303","150",53,10.67
"803","M7020000636613_1.fq.gz","Adapter Content","PASS","16602303","150",53,10.67
"804","M7020000636613_1.fq.gz","Kmer Content","PASS","16602303","150",53,10.67
"805","M7020000636613_2.fq.gz","Basic Statistics","PASS","16602303","150",53,9.57
"806","M7020000636613_2.fq.gz","Per base sequence quality","PASS","16602303","150",53,9.57
"807","M7020000636613_2.fq.gz","Per tile sequence quality","WARN","16602303","150",53,9.57
"808","M7020000636613_2.fq.gz","Per sequence quality scores","PASS","16602303","150",53,9.57
"809","M7020000636613_2.fq.gz","Per base sequence content","WARN","16602303","150",53,9.57
"810","M7020000636613_2.fq.gz","Per sequence GC content","WARN","16602303","150",53,9.57
"811","M7020000636613_2.fq.gz","Per base N content","PASS","16602303","150",53,9.57
"812","M7020000636613_2.fq.gz","Sequence Length Distribution","PASS","16602303","150",53,9.57
"813","M7020000636613_2.fq.gz","Sequence Duplication Levels","PASS","16602303","150",53,9.57
"814","M7020000636613_2.fq.gz","Overrepresented sequences","PASS","16602303","150",53,9.57
"815","M7020000636613_2.fq.gz","Adapter Content","PASS","16602303","150",53,9.57
"816","M7020000636613_2.fq.gz","Kmer Content","PASS","16602303","150",53,9.57
"817","M7020000637639_1.fq.gz","Basic Statistics","PASS","14857582","150",51,19.55
"818","M7020000637639_1.fq.gz","Per base sequence quality","PASS","14857582","150",51,19.55
"819","M7020000637639_1.fq.gz","Per tile sequence quality","WARN","14857582","150",51,19.55
"820","M7020000637639_1.fq.gz","Per sequence quality scores","PASS","14857582","150",51,19.55
"821","M7020000637639_1.fq.gz","Per base sequence content","WARN","14857582","150",51,19.55
"822","M7020000637639_1.fq.gz","Per sequence GC content","WARN","14857582","150",51,19.55
"823","M7020000637639_1.fq.gz","Per base N content","PASS","14857582","150",51,19.55
"824","M7020000637639_1.fq.gz","Sequence Length Distribution","PASS","14857582","150",51,19.55
"825","M7020000637639_1.fq.gz","Sequence Duplication Levels","PASS","14857582","150",51,19.55
"826","M7020000637639_1.fq.gz","Overrepresented sequences","PASS","14857582","150",51,19.55
"827","M7020000637639_1.fq.gz","Adapter Content","PASS","14857582","150",51,19.55
"828","M7020000637639_1.fq.gz","Kmer Content","FAIL","14857582","150",51,19.55
"829","M7020000637639_2.fq.gz","Basic Statistics","PASS","14857582","150",51,18.49
"830","M7020000637639_2.fq.gz","Per base sequence quality","PASS","14857582","150",51,18.49
"831","M7020000637639_2.fq.gz","Per tile sequence quality","PASS","14857582","150",51,18.49
"832","M7020000637639_2.fq.gz","Per sequence quality scores","PASS","14857582","150",51,18.49
"833","M7020000637639_2.fq.gz","Per base sequence content","WARN","14857582","150",51,18.49
"834","M7020000637639_2.fq.gz","Per sequence GC content","WARN","14857582","150",51,18.49
"835","M7020000637639_2.fq.gz","Per base N content","PASS","14857582","150",51,18.49
"836","M7020000637639_2.fq.gz","Sequence Length Distribution","PASS","14857582","150",51,18.49
"837","M7020000637639_2.fq.gz","Sequence Duplication Levels","PASS","14857582","150",51,18.49
"838","M7020000637639_2.fq.gz","Overrepresented sequences","PASS","14857582","150",51,18.49
"839","M7020000637639_2.fq.gz","Adapter Content","PASS","14857582","150",51,18.49
"840","M7020000637639_2.fq.gz","Kmer Content","FAIL","14857582","150",51,18.49
"841","M7020000637719_1.fq.gz","Basic Statistics","PASS","12144488","150",52,12.22
"842","M7020000637719_1.fq.gz","Per base sequence quality","PASS","12144488","150",52,12.22
"843","M7020000637719_1.fq.gz","Per tile sequence quality","PASS","12144488","150",52,12.22
"844","M7020000637719_1.fq.gz","Per sequence quality scores","PASS","12144488","150",52,12.22
"845","M7020000637719_1.fq.gz","Per base sequence content","WARN","12144488","150",52,12.22
"846","M7020000637719_1.fq.gz","Per sequence GC content","PASS","12144488","150",52,12.22
"847","M7020000637719_1.fq.gz","Per base N content","PASS","12144488","150",52,12.22
"848","M7020000637719_1.fq.gz","Sequence Length Distribution","PASS","12144488","150",52,12.22
"849","M7020000637719_1.fq.gz","Sequence Duplication Levels","PASS","12144488","150",52,12.22
"850","M7020000637719_1.fq.gz","Overrepresented sequences","PASS","12144488","150",52,12.22
"851","M7020000637719_1.fq.gz","Adapter Content","PASS","12144488","150",52,12.22
"852","M7020000637719_1.fq.gz","Kmer Content","PASS","12144488","150",52,12.22
"853","M7020000637719_2.fq.gz","Basic Statistics","PASS","12144488","150",52,10.88
"854","M7020000637719_2.fq.gz","Per base sequence quality","PASS","12144488","150",52,10.88
"855","M7020000637719_2.fq.gz","Per tile sequence quality","WARN","12144488","150",52,10.88
"856","M7020000637719_2.fq.gz","Per sequence quality scores","PASS","12144488","150",52,10.88
"857","M7020000637719_2.fq.gz","Per base sequence content","WARN","12144488","150",52,10.88
"858","M7020000637719_2.fq.gz","Per sequence GC content","PASS","12144488","150",52,10.88
"859","M7020000637719_2.fq.gz","Per base N content","PASS","12144488","150",52,10.88
"860","M7020000637719_2.fq.gz","Sequence Length Distribution","PASS","12144488","150",52,10.88
"861","M7020000637719_2.fq.gz","Sequence Duplication Levels","PASS","12144488","150",52,10.88
"862","M7020000637719_2.fq.gz","Overrepresented sequences","PASS","12144488","150",52,10.88
"863","M7020000637719_2.fq.gz","Adapter Content","PASS","12144488","150",52,10.88
"864","M7020000637719_2.fq.gz","Kmer Content","PASS","12144488","150",52,10.88
"865","M7020000650318_1.fq.gz","Basic Statistics","PASS","16052017","150",50,27.61
"866","M7020000650318_1.fq.gz","Per base sequence quality","PASS","16052017","150",50,27.61
"867","M7020000650318_1.fq.gz","Per tile sequence quality","PASS","16052017","150",50,27.61
"868","M7020000650318_1.fq.gz","Per sequence quality scores","PASS","16052017","150",50,27.61
"869","M7020000650318_1.fq.gz","Per base sequence content","PASS","16052017","150",50,27.61
"870","M7020000650318_1.fq.gz","Per sequence GC content","FAIL","16052017","150",50,27.61
"871","M7020000650318_1.fq.gz","Per base N content","PASS","16052017","150",50,27.61
"872","M7020000650318_1.fq.gz","Sequence Length Distribution","PASS","16052017","150",50,27.61
"873","M7020000650318_1.fq.gz","Sequence Duplication Levels","PASS","16052017","150",50,27.61
"874","M7020000650318_1.fq.gz","Overrepresented sequences","PASS","16052017","150",50,27.61
"875","M7020000650318_1.fq.gz","Adapter Content","PASS","16052017","150",50,27.61
"876","M7020000650318_1.fq.gz","Kmer Content","FAIL","16052017","150",50,27.61
"877","M7020000650318_2.fq.gz","Basic Statistics","PASS","16052017","150",50,25.99
"878","M7020000650318_2.fq.gz","Per base sequence quality","PASS","16052017","150",50,25.99
"879","M7020000650318_2.fq.gz","Per tile sequence quality","WARN","16052017","150",50,25.99
"880","M7020000650318_2.fq.gz","Per sequence quality scores","PASS","16052017","150",50,25.99
"881","M7020000650318_2.fq.gz","Per base sequence content","PASS","16052017","150",50,25.99
"882","M7020000650318_2.fq.gz","Per sequence GC content","FAIL","16052017","150",50,25.99
"883","M7020000650318_2.fq.gz","Per base N content","PASS","16052017","150",50,25.99
"884","M7020000650318_2.fq.gz","Sequence Length Distribution","PASS","16052017","150",50,25.99
"885","M7020000650318_2.fq.gz","Sequence Duplication Levels","PASS","16052017","150",50,25.99
"886","M7020000650318_2.fq.gz","Overrepresented sequences","PASS","16052017","150",50,25.99
"887","M7020000650318_2.fq.gz","Adapter Content","PASS","16052017","150",50,25.99
"888","M7020000650318_2.fq.gz","Kmer Content","FAIL","16052017","150",50,25.99
"889","M7020000650425_1.fq.gz","Basic Statistics","PASS","13881944","150",55,12.93
"890","M7020000650425_1.fq.gz","Per base sequence quality","PASS","13881944","150",55,12.93
"891","M7020000650425_1.fq.gz","Per tile sequence quality","PASS","13881944","150",55,12.93
"892","M7020000650425_1.fq.gz","Per sequence quality scores","PASS","13881944","150",55,12.93
"893","M7020000650425_1.fq.gz","Per base sequence content","WARN","13881944","150",55,12.93
"894","M7020000650425_1.fq.gz","Per sequence GC content","FAIL","13881944","150",55,12.93
"895","M7020000650425_1.fq.gz","Per base N content","PASS","13881944","150",55,12.93
"896","M7020000650425_1.fq.gz","Sequence Length Distribution","PASS","13881944","150",55,12.93
"897","M7020000650425_1.fq.gz","Sequence Duplication Levels","PASS","13881944","150",55,12.93
"898","M7020000650425_1.fq.gz","Overrepresented sequences","PASS","13881944","150",55,12.93
"899","M7020000650425_1.fq.gz","Adapter Content","PASS","13881944","150",55,12.93
"900","M7020000650425_1.fq.gz","Kmer Content","FAIL","13881944","150",55,12.93
"901","M7020000650425_2.fq.gz","Basic Statistics","PASS","13881944","150",55,12.32
"902","M7020000650425_2.fq.gz","Per base sequence quality","PASS","13881944","150",55,12.32
"903","M7020000650425_2.fq.gz","Per tile sequence quality","PASS","13881944","150",55,12.32
"904","M7020000650425_2.fq.gz","Per sequence quality scores","PASS","13881944","150",55,12.32
"905","M7020000650425_2.fq.gz","Per base sequence content","WARN","13881944","150",55,12.32
"906","M7020000650425_2.fq.gz","Per sequence GC content","FAIL","13881944","150",55,12.32
"907","M7020000650425_2.fq.gz","Per base N content","PASS","13881944","150",55,12.32
"908","M7020000650425_2.fq.gz","Sequence Length Distribution","PASS","13881944","150",55,12.32
"909","M7020000650425_2.fq.gz","Sequence Duplication Levels","PASS","13881944","150",55,12.32
"910","M7020000650425_2.fq.gz","Overrepresented sequences","PASS","13881944","150",55,12.32
"911","M7020000650425_2.fq.gz","Adapter Content","PASS","13881944","150",55,12.32
"912","M7020000650425_2.fq.gz","Kmer Content","FAIL","13881944","150",55,12.32
"913","M7020000655314_1.fq.gz","Basic Statistics","PASS","13607727","150",57,44.46
"914","M7020000655314_1.fq.gz","Per base sequence quality","PASS","13607727","150",57,44.46
"915","M7020000655314_1.fq.gz","Per tile sequence quality","PASS","13607727","150",57,44.46
"916","M7020000655314_1.fq.gz","Per sequence quality scores","PASS","13607727","150",57,44.46
"917","M7020000655314_1.fq.gz","Per base sequence content","WARN","13607727","150",57,44.46
"918","M7020000655314_1.fq.gz","Per sequence GC content","WARN","13607727","150",57,44.46
"919","M7020000655314_1.fq.gz","Per base N content","PASS","13607727","150",57,44.46
"920","M7020000655314_1.fq.gz","Sequence Length Distribution","PASS","13607727","150",57,44.46
"921","M7020000655314_1.fq.gz","Sequence Duplication Levels","WARN","13607727","150",57,44.46
"922","M7020000655314_1.fq.gz","Overrepresented sequences","WARN","13607727","150",57,44.46
"923","M7020000655314_1.fq.gz","Adapter Content","PASS","13607727","150",57,44.46
"924","M7020000655314_1.fq.gz","Kmer Content","FAIL","13607727","150",57,44.46
"925","M7020000655314_2.fq.gz","Basic Statistics","PASS","13607727","150",57,40.05
"926","M7020000655314_2.fq.gz","Per base sequence quality","PASS","13607727","150",57,40.05
"927","M7020000655314_2.fq.gz","Per tile sequence quality","WARN","13607727","150",57,40.05
"928","M7020000655314_2.fq.gz","Per sequence quality scores","PASS","13607727","150",57,40.05
"929","M7020000655314_2.fq.gz","Per base sequence content","WARN","13607727","150",57,40.05
"930","M7020000655314_2.fq.gz","Per sequence GC content","WARN","13607727","150",57,40.05
"931","M7020000655314_2.fq.gz","Per base N content","PASS","13607727","150",57,40.05
"932","M7020000655314_2.fq.gz","Sequence Length Distribution","PASS","13607727","150",57,40.05
"933","M7020000655314_2.fq.gz","Sequence Duplication Levels","WARN","13607727","150",57,40.05
"934","M7020000655314_2.fq.gz","Overrepresented sequences","WARN","13607727","150",57,40.05
"935","M7020000655314_2.fq.gz","Adapter Content","PASS","13607727","150",57,40.05
"936","M7020000655314_2.fq.gz","Kmer Content","FAIL","13607727","150",57,40.05
"937","M7020000658826_1.fq.gz","Basic Statistics","PASS","16476970","150",55,15.64
"938","M7020000658826_1.fq.gz","Per base sequence quality","PASS","16476970","150",55,15.64
"939","M7020000658826_1.fq.gz","Per tile sequence quality","PASS","16476970","150",55,15.64
"940","M7020000658826_1.fq.gz","Per sequence quality scores","PASS","16476970","150",55,15.64
"941","M7020000658826_1.fq.gz","Per base sequence content","WARN","16476970","150",55,15.64
"942","M7020000658826_1.fq.gz","Per sequence GC content","WARN","16476970","150",55,15.64
"943","M7020000658826_1.fq.gz","Per base N content","PASS","16476970","150",55,15.64
"944","M7020000658826_1.fq.gz","Sequence Length Distribution","PASS","16476970","150",55,15.64
"945","M7020000658826_1.fq.gz","Sequence Duplication Levels","PASS","16476970","150",55,15.64
"946","M7020000658826_1.fq.gz","Overrepresented sequences","PASS","16476970","150",55,15.64
"947","M7020000658826_1.fq.gz","Adapter Content","PASS","16476970","150",55,15.64
"948","M7020000658826_1.fq.gz","Kmer Content","FAIL","16476970","150",55,15.64
"949","M7020000658826_2.fq.gz","Basic Statistics","PASS","16476970","150",55,14.96
"950","M7020000658826_2.fq.gz","Per base sequence quality","PASS","16476970","150",55,14.96
"951","M7020000658826_2.fq.gz","Per tile sequence quality","PASS","16476970","150",55,14.96
"952","M7020000658826_2.fq.gz","Per sequence quality scores","PASS","16476970","150",55,14.96
"953","M7020000658826_2.fq.gz","Per base sequence content","WARN","16476970","150",55,14.96
"954","M7020000658826_2.fq.gz","Per sequence GC content","WARN","16476970","150",55,14.96
"955","M7020000658826_2.fq.gz","Per base N content","PASS","16476970","150",55,14.96
"956","M7020000658826_2.fq.gz","Sequence Length Distribution","PASS","16476970","150",55,14.96
"957","M7020000658826_2.fq.gz","Sequence Duplication Levels","PASS","16476970","150",55,14.96
"958","M7020000658826_2.fq.gz","Overrepresented sequences","PASS","16476970","150",55,14.96
"959","M7020000658826_2.fq.gz","Adapter Content","PASS","16476970","150",55,14.96
"960","M7020000658826_2.fq.gz","Kmer Content","FAIL","16476970","150",55,14.96
"961","M7020000660010_1.fq.gz","Basic Statistics","PASS","15511514","150",49,11.83
"962","M7020000660010_1.fq.gz","Per base sequence quality","PASS","15511514","150",49,11.83
"963","M7020000660010_1.fq.gz","Per tile sequence quality","WARN","15511514","150",49,11.83
"964","M7020000660010_1.fq.gz","Per sequence quality scores","PASS","15511514","150",49,11.83
"965","M7020000660010_1.fq.gz","Per base sequence content","PASS","15511514","150",49,11.83
"966","M7020000660010_1.fq.gz","Per sequence GC content","PASS","15511514","150",49,11.83
"967","M7020000660010_1.fq.gz","Per base N content","PASS","15511514","150",49,11.83
"968","M7020000660010_1.fq.gz","Sequence Length Distribution","PASS","15511514","150",49,11.83
"969","M7020000660010_1.fq.gz","Sequence Duplication Levels","PASS","15511514","150",49,11.83
"970","M7020000660010_1.fq.gz","Overrepresented sequences","PASS","15511514","150",49,11.83
"971","M7020000660010_1.fq.gz","Adapter Content","PASS","15511514","150",49,11.83
"972","M7020000660010_1.fq.gz","Kmer Content","PASS","15511514","150",49,11.83
"973","M7020000660010_2.fq.gz","Basic Statistics","PASS","15511514","150",49,11.38
"974","M7020000660010_2.fq.gz","Per base sequence quality","PASS","15511514","150",49,11.38
"975","M7020000660010_2.fq.gz","Per tile sequence quality","WARN","15511514","150",49,11.38
"976","M7020000660010_2.fq.gz","Per sequence quality scores","PASS","15511514","150",49,11.38
"977","M7020000660010_2.fq.gz","Per base sequence content","PASS","15511514","150",49,11.38
"978","M7020000660010_2.fq.gz","Per sequence GC content","PASS","15511514","150",49,11.38
"979","M7020000660010_2.fq.gz","Per base N content","PASS","15511514","150",49,11.38
"980","M7020000660010_2.fq.gz","Sequence Length Distribution","PASS","15511514","150",49,11.38
"981","M7020000660010_2.fq.gz","Sequence Duplication Levels","PASS","15511514","150",49,11.38
"982","M7020000660010_2.fq.gz","Overrepresented sequences","PASS","15511514","150",49,11.38
"983","M7020000660010_2.fq.gz","Adapter Content","PASS","15511514","150",49,11.38
"984","M7020000660010_2.fq.gz","Kmer Content","PASS","15511514","150",49,11.38
"985","M7020000688816_1.fq.gz","Basic Statistics","PASS","16028861","150",56,15.9
"986","M7020000688816_1.fq.gz","Per base sequence quality","PASS","16028861","150",56,15.9
"987","M7020000688816_1.fq.gz","Per tile sequence quality","PASS","16028861","150",56,15.9
"988","M7020000688816_1.fq.gz","Per sequence quality scores","PASS","16028861","150",56,15.9
"989","M7020000688816_1.fq.gz","Per base sequence content","WARN","16028861","150",56,15.9
"990","M7020000688816_1.fq.gz","Per sequence GC content","FAIL","16028861","150",56,15.9
"991","M7020000688816_1.fq.gz","Per base N content","PASS","16028861","150",56,15.9
"992","M7020000688816_1.fq.gz","Sequence Length Distribution","PASS","16028861","150",56,15.9
"993","M7020000688816_1.fq.gz","Sequence Duplication Levels","PASS","16028861","150",56,15.9
"994","M7020000688816_1.fq.gz","Overrepresented sequences","PASS","16028861","150",56,15.9
"995","M7020000688816_1.fq.gz","Adapter Content","PASS","16028861","150",56,15.9
"996","M7020000688816_1.fq.gz","Kmer Content","PASS","16028861","150",56,15.9
"997","M7020000688816_2.fq.gz","Basic Statistics","PASS","16028861","150",56,14.9
"998","M7020000688816_2.fq.gz","Per base sequence quality","PASS","16028861","150",56,14.9
"999","M7020000688816_2.fq.gz","Per tile sequence quality","WARN","16028861","150",56,14.9
"1000","M7020000688816_2.fq.gz","Per sequence quality scores","PASS","16028861","150",56,14.9
"1001","M7020000688816_2.fq.gz","Per base sequence content","WARN","16028861","150",56,14.9
"1002","M7020000688816_2.fq.gz","Per sequence GC content","FAIL","16028861","150",56,14.9
"1003","M7020000688816_2.fq.gz","Per base N content","PASS","16028861","150",56,14.9
"1004","M7020000688816_2.fq.gz","Sequence Length Distribution","PASS","16028861","150",56,14.9
"1005","M7020000688816_2.fq.gz","Sequence Duplication Levels","PASS","16028861","150",56,14.9
"1006","M7020000688816_2.fq.gz","Overrepresented sequences","PASS","16028861","150",56,14.9
"1007","M7020000688816_2.fq.gz","Adapter Content","PASS","16028861","150",56,14.9
"1008","M7020000688816_2.fq.gz","Kmer Content","PASS","16028861","150",56,14.9
"1009","M7020000689715_1.fq.gz","Basic Statistics","PASS","18572122","150",50,10.62
"1010","M7020000689715_1.fq.gz","Per base sequence quality","PASS","18572122","150",50,10.62
"1011","M7020000689715_1.fq.gz","Per tile sequence quality","PASS","18572122","150",50,10.62
"1012","M7020000689715_1.fq.gz","Per sequence quality scores","PASS","18572122","150",50,10.62
"1013","M7020000689715_1.fq.gz","Per base sequence content","WARN","18572122","150",50,10.62
"1014","M7020000689715_1.fq.gz","Per sequence GC content","PASS","18572122","150",50,10.62
"1015","M7020000689715_1.fq.gz","Per base N content","PASS","18572122","150",50,10.62
"1016","M7020000689715_1.fq.gz","Sequence Length Distribution","PASS","18572122","150",50,10.62
"1017","M7020000689715_1.fq.gz","Sequence Duplication Levels","PASS","18572122","150",50,10.62
"1018","M7020000689715_1.fq.gz","Overrepresented sequences","PASS","18572122","150",50,10.62
"1019","M7020000689715_1.fq.gz","Adapter Content","PASS","18572122","150",50,10.62
"1020","M7020000689715_1.fq.gz","Kmer Content","PASS","18572122","150",50,10.62
"1021","M7020000689715_2.fq.gz","Basic Statistics","PASS","18572122","150",50,9.28
"1022","M7020000689715_2.fq.gz","Per base sequence quality","PASS","18572122","150",50,9.28
"1023","M7020000689715_2.fq.gz","Per tile sequence quality","FAIL","18572122","150",50,9.28
"1024","M7020000689715_2.fq.gz","Per sequence quality scores","PASS","18572122","150",50,9.28
"1025","M7020000689715_2.fq.gz","Per base sequence content","WARN","18572122","150",50,9.28
"1026","M7020000689715_2.fq.gz","Per sequence GC content","PASS","18572122","150",50,9.28
"1027","M7020000689715_2.fq.gz","Per base N content","PASS","18572122","150",50,9.28
"1028","M7020000689715_2.fq.gz","Sequence Length Distribution","PASS","18572122","150",50,9.28
"1029","M7020000689715_2.fq.gz","Sequence Duplication Levels","PASS","18572122","150",50,9.28
"1030","M7020000689715_2.fq.gz","Overrepresented sequences","PASS","18572122","150",50,9.28
"1031","M7020000689715_2.fq.gz","Adapter Content","PASS","18572122","150",50,9.28
"1032","M7020000689715_2.fq.gz","Kmer Content","PASS","18572122","150",50,9.28
"1033","M7020000692612_1.fq.gz","Basic Statistics","PASS","12618787","150",56,14.59
"1034","M7020000692612_1.fq.gz","Per base sequence quality","PASS","12618787","150",56,14.59
"1035","M7020000692612_1.fq.gz","Per tile sequence quality","PASS","12618787","150",56,14.59
"1036","M7020000692612_1.fq.gz","Per sequence quality scores","PASS","12618787","150",56,14.59
"1037","M7020000692612_1.fq.gz","Per base sequence content","WARN","12618787","150",56,14.59
"1038","M7020000692612_1.fq.gz","Per sequence GC content","FAIL","12618787","150",56,14.59
"1039","M7020000692612_1.fq.gz","Per base N content","PASS","12618787","150",56,14.59
"1040","M7020000692612_1.fq.gz","Sequence Length Distribution","PASS","12618787","150",56,14.59
"1041","M7020000692612_1.fq.gz","Sequence Duplication Levels","PASS","12618787","150",56,14.59
"1042","M7020000692612_1.fq.gz","Overrepresented sequences","PASS","12618787","150",56,14.59
"1043","M7020000692612_1.fq.gz","Adapter Content","PASS","12618787","150",56,14.59
"1044","M7020000692612_1.fq.gz","Kmer Content","PASS","12618787","150",56,14.59
"1045","M7020000692612_2.fq.gz","Basic Statistics","PASS","12618787","150",56,12.97
"1046","M7020000692612_2.fq.gz","Per base sequence quality","PASS","12618787","150",56,12.97
"1047","M7020000692612_2.fq.gz","Per tile sequence quality","WARN","12618787","150",56,12.97
"1048","M7020000692612_2.fq.gz","Per sequence quality scores","PASS","12618787","150",56,12.97
"1049","M7020000692612_2.fq.gz","Per base sequence content","WARN","12618787","150",56,12.97
"1050","M7020000692612_2.fq.gz","Per sequence GC content","FAIL","12618787","150",56,12.97
"1051","M7020000692612_2.fq.gz","Per base N content","PASS","12618787","150",56,12.97
"1052","M7020000692612_2.fq.gz","Sequence Length Distribution","PASS","12618787","150",56,12.97
"1053","M7020000692612_2.fq.gz","Sequence Duplication Levels","PASS","12618787","150",56,12.97
"1054","M7020000692612_2.fq.gz","Overrepresented sequences","PASS","12618787","150",56,12.97
"1055","M7020000692612_2.fq.gz","Adapter Content","PASS","12618787","150",56,12.97
"1056","M7020000692612_2.fq.gz","Kmer Content","PASS","12618787","150",56,12.97
"1057","M7020000701829_1.fq.gz","Basic Statistics","PASS","17995681","150",54,15.05
"1058","M7020000701829_1.fq.gz","Per base sequence quality","PASS","17995681","150",54,15.05
"1059","M7020000701829_1.fq.gz","Per tile sequence quality","PASS","17995681","150",54,15.05
"1060","M7020000701829_1.fq.gz","Per sequence quality scores","PASS","17995681","150",54,15.05
"1061","M7020000701829_1.fq.gz","Per base sequence content","WARN","17995681","150",54,15.05
"1062","M7020000701829_1.fq.gz","Per sequence GC content","FAIL","17995681","150",54,15.05
"1063","M7020000701829_1.fq.gz","Per base N content","PASS","17995681","150",54,15.05
"1064","M7020000701829_1.fq.gz","Sequence Length Distribution","PASS","17995681","150",54,15.05
"1065","M7020000701829_1.fq.gz","Sequence Duplication Levels","PASS","17995681","150",54,15.05
"1066","M7020000701829_1.fq.gz","Overrepresented sequences","PASS","17995681","150",54,15.05
"1067","M7020000701829_1.fq.gz","Adapter Content","PASS","17995681","150",54,15.05
"1068","M7020000701829_1.fq.gz","Kmer Content","FAIL","17995681","150",54,15.05
"1069","M7020000701829_2.fq.gz","Basic Statistics","PASS","17995681","150",54,13.4
"1070","M7020000701829_2.fq.gz","Per base sequence quality","PASS","17995681","150",54,13.4
"1071","M7020000701829_2.fq.gz","Per tile sequence quality","FAIL","17995681","150",54,13.4
"1072","M7020000701829_2.fq.gz","Per sequence quality scores","PASS","17995681","150",54,13.4
"1073","M7020000701829_2.fq.gz","Per base sequence content","WARN","17995681","150",54,13.4
"1074","M7020000701829_2.fq.gz","Per sequence GC content","FAIL","17995681","150",54,13.4
"1075","M7020000701829_2.fq.gz","Per base N content","PASS","17995681","150",54,13.4
"1076","M7020000701829_2.fq.gz","Sequence Length Distribution","PASS","17995681","150",54,13.4
"1077","M7020000701829_2.fq.gz","Sequence Duplication Levels","PASS","17995681","150",54,13.4
"1078","M7020000701829_2.fq.gz","Overrepresented sequences","PASS","17995681","150",54,13.4
"1079","M7020000701829_2.fq.gz","Adapter Content","PASS","17995681","150",54,13.4
"1080","M7020000701829_2.fq.gz","Kmer Content","FAIL","17995681","150",54,13.4
"1081","M7020000702011_1.fq.gz","Basic Statistics","PASS","15841888","150",56,10.57
"1082","M7020000702011_1.fq.gz","Per base sequence quality","PASS","15841888","150",56,10.57
"1083","M7020000702011_1.fq.gz","Per tile sequence quality","PASS","15841888","150",56,10.57
"1084","M7020000702011_1.fq.gz","Per sequence quality scores","PASS","15841888","150",56,10.57
"1085","M7020000702011_1.fq.gz","Per base sequence content","WARN","15841888","150",56,10.57
"1086","M7020000702011_1.fq.gz","Per sequence GC content","WARN","15841888","150",56,10.57
"1087","M7020000702011_1.fq.gz","Per base N content","PASS","15841888","150",56,10.57
"1088","M7020000702011_1.fq.gz","Sequence Length Distribution","PASS","15841888","150",56,10.57
"1089","M7020000702011_1.fq.gz","Sequence Duplication Levels","PASS","15841888","150",56,10.57
"1090","M7020000702011_1.fq.gz","Overrepresented sequences","PASS","15841888","150",56,10.57
"1091","M7020000702011_1.fq.gz","Adapter Content","PASS","15841888","150",56,10.57
"1092","M7020000702011_1.fq.gz","Kmer Content","PASS","15841888","150",56,10.57
"1093","M7020000702011_2.fq.gz","Basic Statistics","PASS","15841888","150",56,9.27
"1094","M7020000702011_2.fq.gz","Per base sequence quality","PASS","15841888","150",56,9.27
"1095","M7020000702011_2.fq.gz","Per tile sequence quality","WARN","15841888","150",56,9.27
"1096","M7020000702011_2.fq.gz","Per sequence quality scores","PASS","15841888","150",56,9.27
"1097","M7020000702011_2.fq.gz","Per base sequence content","WARN","15841888","150",56,9.27
"1098","M7020000702011_2.fq.gz","Per sequence GC content","WARN","15841888","150",56,9.27
"1099","M7020000702011_2.fq.gz","Per base N content","PASS","15841888","150",56,9.27
"1100","M7020000702011_2.fq.gz","Sequence Length Distribution","PASS","15841888","150",56,9.27
"1101","M7020000702011_2.fq.gz","Sequence Duplication Levels","PASS","15841888","150",56,9.27
"1102","M7020000702011_2.fq.gz","Overrepresented sequences","PASS","15841888","150",56,9.27
"1103","M7020000702011_2.fq.gz","Adapter Content","PASS","15841888","150",56,9.27
"1104","M7020000702011_2.fq.gz","Kmer Content","PASS","15841888","150",56,9.27
"1105","M7020000702414_1.fq.gz","Basic Statistics","PASS","15955860","150",53,9.3
"1106","M7020000702414_1.fq.gz","Per base sequence quality","PASS","15955860","150",53,9.3
"1107","M7020000702414_1.fq.gz","Per tile sequence quality","PASS","15955860","150",53,9.3
"1108","M7020000702414_1.fq.gz","Per sequence quality scores","PASS","15955860","150",53,9.3
"1109","M7020000702414_1.fq.gz","Per base sequence content","WARN","15955860","150",53,9.3
"1110","M7020000702414_1.fq.gz","Per sequence GC content","WARN","15955860","150",53,9.3
"1111","M7020000702414_1.fq.gz","Per base N content","PASS","15955860","150",53,9.3
"1112","M7020000702414_1.fq.gz","Sequence Length Distribution","PASS","15955860","150",53,9.3
"1113","M7020000702414_1.fq.gz","Sequence Duplication Levels","PASS","15955860","150",53,9.3
"1114","M7020000702414_1.fq.gz","Overrepresented sequences","PASS","15955860","150",53,9.3
"1115","M7020000702414_1.fq.gz","Adapter Content","PASS","15955860","150",53,9.3
"1116","M7020000702414_1.fq.gz","Kmer Content","PASS","15955860","150",53,9.3
"1117","M7020000702414_2.fq.gz","Basic Statistics","PASS","15955860","150",53,8.91
"1118","M7020000702414_2.fq.gz","Per base sequence quality","PASS","15955860","150",53,8.91
